,State_Name,District_Name,Crop_Year,Season,Crop,Area,production
101423,Kerala,THIRUVANANTHAPURAM,2000,Whole Year ,Cardamom,5.0,0.0
101438,Kerala,THIRUVANANTHAPURAM,2001,Whole Year ,Cardamom,4.0,0.8367380952380952
101509,Kerala,THIRUVANANTHAPURAM,2004,Whole Year ,Sugarcane,3.0,273.725
101548,Kerala,THIRUVANANTHAPURAM,2007,Whole Year ,Cardamom,5.0,0.0
101590,Kerala,THIRUVANANTHAPURAM,2010,Whole Year ,Sugarcane,0.18,19.544755244755244
101603,Kerala,THIRUVANANTHAPURAM,2011,Whole Year ,Sugarcane,0.13,19.544755244755244
101612,Kerala,THIRUVANANTHAPURAM,2012,Whole Year ,Blackgram,5.0,0.0
101615,Kerala,THIRUVANANTHAPURAM,2012,Whole Year ,Cowpea(Lobia),21.0,8.757
101618,Kerala,THIRUVANANTHAPURAM,2012,Whole Year ,Jack Fruit,6066.0,6000.4
101620,Kerala,THIRUVANANTHAPURAM,2012,Whole Year ,Moong(Green Gram),1.0,0.2
101623,Kerala,THIRUVANANTHAPURAM,2012,Whole Year ,Pump Kin,13.0,8.6
101633,Kerala,THIRUVANANTHAPURAM,2013,Whole Year ,Blackgram,2.0,0.9670175438596489
101636,Kerala,THIRUVANANTHAPURAM,2013,Whole Year ,Cowpea(Lobia),40.0,64.75
101640,Kerala,THIRUVANANTHAPURAM,2013,Whole Year ,Moong(Green Gram),19.0,3.9
101641,Kerala,THIRUVANANTHAPURAM,2013,Whole Year ,Pump Kin,11.0,0.0
101651,Kerala,THIRUVANANTHAPURAM,2014,Whole Year ,Blackgram,14.0,15.35
101654,Kerala,THIRUVANANTHAPURAM,2014,Whole Year ,Cowpea(Lobia),2.0,0.9670175438596489
101656,Kerala,THIRUVANANTHAPURAM,2014,Whole Year ,Moong(Green Gram),26.0,7.325
101657,Kerala,THIRUVANANTHAPURAM,2014,Whole Year ,Pump Kin,11.0,0.0
101658,Kerala,THIRUVANANTHAPURAM,2014,Whole Year ,Sugarcane,0.07,19.544755244755244
101682,Kerala,THRISSUR,1999,Kharif     ,Groundnut,1.0,1.0
101857,Kerala,THRISSUR,2009,Whole Year ,Sugarcane,1.0,67.45837120395943
101871,Kerala,THRISSUR,2010,Whole Year ,Sugarcane,0.11,19.544755244755244
101885,Kerala,THRISSUR,2011,Whole Year ,Sugarcane,0.17,19.544755244755244
101898,Kerala,THRISSUR,2012,Whole Year ,Jack Fruit,4949.0,6068.1
101902,Kerala,THRISSUR,2012,Whole Year ,Pump Kin,71.0,283.8158974358974
101915,Kerala,THRISSUR,2013,Whole Year ,Blackgram,2.0,0.9670175438596489
101921,Kerala,THRISSUR,2013,Whole Year ,Pump Kin,70.0,137.1047863247863
101937,Kerala,THRISSUR,2014,Whole Year ,Pump Kin,67.0,92.4
101961,Kerala,WAYANAD,1999,Kharif     ,Jowar,1.0,1.0
102082,Kerala,WAYANAD,2005,Kharif     ,Jowar,1.0,1.0
102097,Kerala,WAYANAD,2006,Kharif     ,Jowar,8.0,5.35
102116,Kerala,WAYANAD,2007,Kharif     ,Sesamum,1.0,1.0
102141,Kerala,WAYANAD,2008,Whole Year ,Sugarcane,7.0,473.84
102147,Kerala,WAYANAD,2009,Kharif     ,Sesamum,5.0,1.9
102156,Kerala,WAYANAD,2009,Whole Year ,Sugarcane,7.0,473.84
102183,Kerala,WAYANAD,2011,Whole Year ,Sugarcane,3.08,273.725
102195,Kerala,WAYANAD,2012,Whole Year ,Cowpea(Lobia),685.0,3166.8
102198,Kerala,WAYANAD,2012,Whole Year ,Horse-gram,2.0,1.057017543859649
102199,Kerala,WAYANAD,2012,Whole Year ,Jack Fruit,7854.0,19218.4
102204,Kerala,WAYANAD,2012,Whole Year ,Pump Kin,179.0,677.42
102206,Kerala,WAYANAD,2012,Whole Year ,Sugarcane,2.0,102.77983882990077
102220,Kerala,WAYANAD,2013,Whole Year ,Cowpea(Lobia),1.0,0.2
102225,Kerala,WAYANAD,2013,Whole Year ,Pump Kin,154.0,0.0
102226,Kerala,WAYANAD,2013,Whole Year ,Sugarcane,1.0,67.45837120395943
102240,Kerala,WAYANAD,2014,Whole Year ,Maize,1.0,1.44
102241,Kerala,WAYANAD,2014,Whole Year ,Pump Kin,135.0,0.0
102243,Kerala,WAYANAD,2014,Whole Year ,Sugarcane,0.75,19.544755244755244
102381,Madhya Pradesh,ALIRAJPUR,2011,Rabi       ,Other  Rabi pulses,17.0,5.45
102565,Madhya Pradesh,ANUPPUR,2006,Whole Year ,Banana,1.0,24.89316689418439
102591,Madhya Pradesh,ANUPPUR,2007,Rabi       ,Urad,1.0,0.2685178571428571
102727,Madhya Pradesh,ANUPPUR,2011,Whole Year ,Tobacco,1.0,0.6641071428571428
102744,Madhya Pradesh,ANUPPUR,2012,Rabi       ,Horse-gram,4.0,1.4
102753,Madhya Pradesh,ANUPPUR,2012,Whole Year ,Banana,2.0,56.170777433780515
102785,Madhya Pradesh,ANUPPUR,2013,Whole Year ,Banana,1.0,24.89316689418439
102896,Madhya Pradesh,ASHOKNAGAR,2006,Rabi       ,Small millets,1.0,0.26601785714285714
103380,Madhya Pradesh,BALAGHAT,2006,Rabi       ,Small millets,12.0,3.925
103577,Madhya Pradesh,BALAGHAT,2011,Whole Year ,Sunflower,1.0,7.468643309496782
103862,Madhya Pradesh,BARWANI,2004,Rabi       ,Linseed,1.0,0.59575
103907,Madhya Pradesh,BARWANI,2006,Kharif     ,Other Kharif pulses,1210.0,344.701
103915,Madhya Pradesh,BARWANI,2006,Rabi       ,Linseed,1.0,0.59575
103918,Madhya Pradesh,BARWANI,2006,Rabi       ,Safflower,1.0,0.19830551948051947
103919,Madhya Pradesh,BARWANI,2006,Rabi       ,Small millets,8.0,2.8984126984126983
103947,Madhya Pradesh,BARWANI,2007,Rabi       ,Linseed,2.0,1.2916666666666665
103959,Madhya Pradesh,BARWANI,2007,Whole Year ,Sunflower,1.0,7.468643309496782
103974,Madhya Pradesh,BARWANI,2008,Kharif     ,Sunflower,1.0,0.02917222222222222
104011,Madhya Pradesh,BARWANI,2009,Whole Year ,Linseed,1.0,7.749412540266013
104042,Madhya Pradesh,BARWANI,2010,Rabi       ,Linseed,1.0,0.59575
104069,Madhya Pradesh,BARWANI,2011,Kharif     ,Other Kharif pulses,1247.0,286.002
104079,Madhya Pradesh,BARWANI,2011,Rabi       ,Peas & beans (Pulses),1.0,0.8307678571428572
104080,Madhya Pradesh,BARWANI,2011,Rabi       ,Rapeseed &Mustard,1.0,0.46950000000000003
104081,Madhya Pradesh,BARWANI,2011,Rabi       ,Urad,1.0,0.2685178571428571
104093,Madhya Pradesh,BARWANI,2011,Whole Year ,Tobacco,1.0,0.6641071428571428
104105,Madhya Pradesh,BARWANI,2012,Kharif     ,Other Kharif pulses,1133.0,274.1
104138,Madhya Pradesh,BARWANI,2013,Kharif     ,Other Kharif pulses,1446.0,783.2666666666667
104620,Madhya Pradesh,BETUL,2012,Whole Year ,Banana,2.0,56.170777433780515
104844,Madhya Pradesh,BHIND,2004,Kharif     ,Small millets,2.0,2.2636363636363637
104866,Madhya Pradesh,BHIND,2005,Kharif     ,Small millets,2.0,2.2636363636363637
104886,Madhya Pradesh,BHIND,2006,Kharif     ,Other Kharif pulses,2.0,1.0
104907,Madhya Pradesh,BHIND,2007,Kharif     ,Groundnut,1.0,0.007000000000000001
104944,Madhya Pradesh,BHIND,2008,Whole Year ,Coriander,1.0,1.6084602415128733
104981,Madhya Pradesh,BHIND,2010,Kharif     ,Soyabean,2.0,2.0
104987,Madhya Pradesh,BHIND,2010,Rabi       ,Moong(Green Gram),2.0,1.0
105011,Madhya Pradesh,BHIND,2011,Rabi       ,Other  Rabi pulses,90.0,28.016666666666662
105049,Madhya Pradesh,BHIND,2013,Kharif     ,Other Kharif pulses,36.0,9.45
105057,Madhya Pradesh,BHIND,2013,Rabi       ,Other  Rabi pulses,12.0,4.7666666666666675
105082,Madhya Pradesh,BHOPAL,1998,Kharif     ,Sesamum,100.0,100.0
105267,Madhya Pradesh,BHOPAL,2005,Rabi       ,Urad,1.0,0.2685178571428571
105386,Madhya Pradesh,BHOPAL,2010,Rabi       ,Moong(Green Gram),2.0,1.0
105542,Madhya Pradesh,BURHANPUR,2004,Rabi       ,Rapeseed &Mustard,1.0,0.46950000000000003
105576,Madhya Pradesh,BURHANPUR,2006,Kharif     ,Castor seed,2.0,1.0
105585,Madhya Pradesh,BURHANPUR,2006,Kharif     ,Other Kharif pulses,66.0,18.9
105595,Madhya Pradesh,BURHANPUR,2006,Rabi       ,Other  Rabi pulses,2.0,0.8019999999999999
105610,Madhya Pradesh,BURHANPUR,2007,Kharif     ,Castor seed,1.0,0.22997734765234762
105622,Madhya Pradesh,BURHANPUR,2007,Rabi       ,Linseed,2.0,1.2916666666666665
105625,Madhya Pradesh,BURHANPUR,2007,Rabi       ,Rapeseed &Mustard,1.0,0.46950000000000003
105626,Madhya Pradesh,BURHANPUR,2007,Rabi       ,Safflower,1.0,0.19830551948051947
105634,Madhya Pradesh,BURHANPUR,2007,Whole Year ,Small millets,1.0,7.749412540266013
105737,Madhya Pradesh,BURHANPUR,2011,Kharif     ,Other Kharif pulses,127.0,50.3
105747,Madhya Pradesh,BURHANPUR,2011,Rabi       ,Other  Rabi pulses,7.0,2.7316666666666665
105769,Madhya Pradesh,BURHANPUR,2012,Kharif     ,Other Kharif pulses,164.0,63.8
105779,Madhya Pradesh,BURHANPUR,2012,Rabi       ,Other  Rabi pulses,8.0,3.3584126984126983
105802,Madhya Pradesh,BURHANPUR,2013,Kharif     ,Other Kharif pulses,99.0,33.63333333333333
105823,Madhya Pradesh,BURHANPUR,2013,Whole Year ,Sunflower,1.0,7.468643309496782
106090,Madhya Pradesh,CHHATARPUR,2006,Rabi       ,Horse-gram,1.0,0.26651785714285714
106098,Madhya Pradesh,CHHATARPUR,2006,Rabi       ,Small millets,2.0,3.463636363636364
106101,Madhya Pradesh,CHHATARPUR,2006,Whole Year ,Banana,5.0,266.5090476190476
106261,Madhya Pradesh,CHHATARPUR,2011,Whole Year ,Banana,1.0,24.89316689418439
106295,Madhya Pradesh,CHHATARPUR,2012,Whole Year ,Banana,1.0,24.89316689418439
106330,Madhya Pradesh,CHHATARPUR,2013,Whole Year ,Banana,1.0,24.89316689418439
106642,Madhya Pradesh,CHHINDWARA,2006,Rabi       ,Small millets,82.0,29.383333333333333
106643,Madhya Pradesh,CHHINDWARA,2006,Rabi       ,Urad,2.0,1.0
106730,Madhya Pradesh,CHHINDWARA,2009,Rabi       ,Urad,1.0,0.2685178571428571
106772,Madhya Pradesh,CHHINDWARA,2010,Kharif     ,Ragi,1.0,0.09999999999999999
106866,Madhya Pradesh,CHHINDWARA,2012,Whole Year ,Banana,2.0,56.170777433780515
106935,Madhya Pradesh,DAMOH,1998,Kharif     ,Sunflower,100.0,56.7
107167,Madhya Pradesh,DAMOH,2006,Kharif     ,Sunflower,1.0,0.02917222222222222
107177,Madhya Pradesh,DAMOH,2006,Rabi       ,Small millets,26.0,11.867666666666667
107320,Madhya Pradesh,DAMOH,2011,Kharif     ,Other Kharif pulses,628.0,203.3
107597,Madhya Pradesh,DATIA,2004,Kharif     ,Sunflower,1.0,0.02917222222222222
107681,Madhya Pradesh,DATIA,2007,Whole Year ,Sunflower,1.0,7.468643309496782
107773,Madhya Pradesh,DATIA,2011,Kharif     ,Other Kharif pulses,2.0,1.0
107782,Madhya Pradesh,DATIA,2011,Rabi       ,Other  Rabi pulses,2421.0,1053.6
107802,Madhya Pradesh,DATIA,2012,Kharif     ,Other Kharif pulses,1014.0,334.15714285714284
107831,Madhya Pradesh,DATIA,2013,Kharif     ,Sannhamp,275.0,93.6
107864,Madhya Pradesh,DEWAS,1998,Kharif     ,Bajra,100.0,99.42202380952381
108111,Madhya Pradesh,DEWAS,2006,Kharif     ,Sunflower,1.0,0.02917222222222222
108122,Madhya Pradesh,DEWAS,2006,Rabi       ,Urad,1.0,0.2685178571428571
108151,Madhya Pradesh,DEWAS,2007,Rabi       ,Urad,1.0,0.2685178571428571
108170,Madhya Pradesh,DEWAS,2008,Kharif     ,Sunflower,1.0,0.02917222222222222
108180,Madhya Pradesh,DEWAS,2008,Rabi       ,Urad,1.0,0.2685178571428571
108258,Madhya Pradesh,DEWAS,2011,Rabi       ,Moong(Green Gram),79.0,26.405714285714282
108616,Madhya Pradesh,DHAR,2006,Rabi       ,Small millets,1.0,0.26601785714285714
108658,Madhya Pradesh,DHAR,2007,Whole Year ,Sunflower,1.0,7.468643309496782
108682,Madhya Pradesh,DHAR,2008,Rabi       ,Safflower,1.0,0.19830551948051947
108730,Madhya Pradesh,DHAR,2009,Whole Year ,Tobacco,1.0,0.6641071428571428
108807,Madhya Pradesh,DHAR,2011,Whole Year ,Tobacco,1.0,0.6641071428571428
108845,Madhya Pradesh,DHAR,2012,Whole Year ,Tobacco,1.0,0.6641071428571428
108860,Madhya Pradesh,DHAR,2013,Kharif     ,Small millets,20.0,7.0
108871,Madhya Pradesh,DHAR,2013,Rabi       ,Urad,1.0,0.2685178571428571
109037,Madhya Pradesh,DINDORI,2003,Whole Year ,Sugarcane,1.0,29.161904761904758
109687,Madhya Pradesh,GUNA,2012,Kharif     ,Other Kharif pulses,6.0,1.9363636363636363
109953,Madhya Pradesh,GWALIOR,2006,Rabi       ,Other  Rabi pulses,22.0,4.566666666666666
110065,Madhya Pradesh,GWALIOR,2011,Kharif     ,Other Kharif pulses,5.0,1.16
110096,Madhya Pradesh,GWALIOR,2012,Rabi       ,Other  Rabi pulses,183.0,86.4
110115,Madhya Pradesh,GWALIOR,2013,Kharif     ,Other Kharif pulses,5.0,1.16
110169,Madhya Pradesh,HARDA,1999,Rabi       ,Urad,1.0,0.2685178571428571
110176,Madhya Pradesh,HARDA,1999,Whole Year ,Sannhamp,1.0,7.048443055800034
110205,Madhya Pradesh,HARDA,2000,Whole Year ,Sannhamp,1.0,7.048443055800034
110304,Madhya Pradesh,HARDA,2003,Rabi       ,Urad,1.0,0.2685178571428571
110331,Madhya Pradesh,HARDA,2004,Kharif     ,Castor seed,1.0,0.22997734765234762
110359,Madhya Pradesh,HARDA,2005,Kharif     ,Castor seed,1.0,0.22997734765234762
110389,Madhya Pradesh,HARDA,2006,Kharif     ,Jute,1.0,8.766282051282051
110420,Madhya Pradesh,HARDA,2007,Kharif     ,Niger seed,2.0,0.4466928571428571
110426,Madhya Pradesh,HARDA,2007,Rabi       ,Horse-gram,2.0,0.8019999999999999
110469,Madhya Pradesh,HARDA,2009,Kharif     ,Urad,1.0,0.007000000000000001
110536,Madhya Pradesh,HARDA,2011,Kharif     ,Urad,1.0,0.007000000000000001
110547,Madhya Pradesh,HARDA,2011,Whole Year ,Banana,14.0,545.3866666666667
110564,Madhya Pradesh,HARDA,2012,Kharif     ,Other Kharif pulses,1.0,0.007000000000000001
110866,Madhya Pradesh,HOSHANGABAD,2005,Kharif     ,Castor seed,1.0,0.22997734765234762
110884,Madhya Pradesh,HOSHANGABAD,2005,Rabi       ,Urad,1.0,0.2685178571428571
111007,Madhya Pradesh,HOSHANGABAD,2009,Whole Year ,Cotton(lint),2.0,0.0
111038,Madhya Pradesh,HOSHANGABAD,2010,Kharif     ,Other Kharif pulses,1.0,0.007000000000000001
111107,Madhya Pradesh,HOSHANGABAD,2012,Kharif     ,Ragi,1.0,0.09999999999999999
111433,Madhya Pradesh,INDORE,2007,Whole Year ,Sesamum,1.0,7.749412540266013
111456,Madhya Pradesh,INDORE,2008,Whole Year ,Sesamum,1.0,7.749412540266013
111480,Madhya Pradesh,INDORE,2009,Whole Year ,Sesamum,1.0,7.749412540266013
111497,Madhya Pradesh,INDORE,2010,Rabi       ,Moong(Green Gram),1.0,0.2685178571428571
111501,Madhya Pradesh,INDORE,2010,Rabi       ,Urad,1.0,0.2685178571428571
111509,Madhya Pradesh,INDORE,2010,Whole Year ,Sesamum,1.0,7.749412540266013
111525,Madhya Pradesh,INDORE,2011,Rabi       ,Moong(Green Gram),1.0,0.2685178571428571
111528,Madhya Pradesh,INDORE,2011,Rabi       ,Urad,1.0,0.2685178571428571
111536,Madhya Pradesh,INDORE,2011,Whole Year ,Sesamum,1.0,7.749412540266013
111545,Madhya Pradesh,INDORE,2012,Kharif     ,Sannhamp,1.0,5.844904761904762
111551,Madhya Pradesh,INDORE,2012,Rabi       ,Moong(Green Gram),1.0,0.2685178571428571
111562,Madhya Pradesh,INDORE,2012,Whole Year ,Sesamum,1.0,7.749412540266013
111588,Madhya Pradesh,INDORE,2013,Whole Year ,Sesamum,1.0,7.749412540266013
111799,Madhya Pradesh,JABALPUR,2004,Rabi       ,Safflower,2.0,0.5899246586746587
112080,Madhya Pradesh,JABALPUR,2013,Whole Year ,Banana,7.0,141.40000000000003
112110,Madhya Pradesh,JHABUA,1998,Kharif     ,Sesamum,100.0,100.0
112300,Madhya Pradesh,JHABUA,2004,Rabi       ,Linseed,1.0,0.59575
112327,Madhya Pradesh,JHABUA,2005,Rabi       ,Masoor,1.0,0.2685178571428571
112354,Madhya Pradesh,JHABUA,2006,Rabi       ,Masoor,1.0,0.2685178571428571
112356,Madhya Pradesh,JHABUA,2006,Rabi       ,Other  Rabi pulses,63.0,28.0
112358,Madhya Pradesh,JHABUA,2006,Rabi       ,Rapeseed &Mustard,1.0,0.46950000000000003
112359,Madhya Pradesh,JHABUA,2006,Rabi       ,Small millets,1.0,0.26601785714285714
112361,Madhya Pradesh,JHABUA,2006,Whole Year ,Banana,1.0,24.89316689418439
112385,Madhya Pradesh,JHABUA,2007,Rabi       ,Linseed,1.0,0.59575
112386,Madhya Pradesh,JHABUA,2007,Rabi       ,Masoor,1.0,0.2685178571428571
112388,Madhya Pradesh,JHABUA,2007,Rabi       ,Rapeseed &Mustard,1.0,0.46950000000000003
112397,Madhya Pradesh,JHABUA,2007,Whole Year ,Sunflower,1.0,7.468643309496782
112408,Madhya Pradesh,JHABUA,2008,Kharif     ,Ragi,1.0,0.09999999999999999
112416,Madhya Pradesh,JHABUA,2008,Rabi       ,Rapeseed &Mustard,1.0,0.46950000000000003
112432,Madhya Pradesh,JHABUA,2009,Rabi       ,Jowar,1.0,1.5999761904761907
112507,Madhya Pradesh,JHABUA,2011,Rabi       ,Jowar,1.0,1.5999761904761907
112539,Madhya Pradesh,JHABUA,2012,Rabi       ,Masoor,1.0,0.2685178571428571
112768,Madhya Pradesh,KATNI,2004,Rabi       ,Safflower,1.0,0.19830551948051947
112807,Madhya Pradesh,KATNI,2006,Kharif     ,Jute,2.0,5.908333333333333
112841,Madhya Pradesh,KATNI,2007,Kharif     ,Sannhamp,1.0,5.844904761904762
112867,Madhya Pradesh,KATNI,2008,Kharif     ,Sannhamp,2.0,7.940238095238094
112954,Madhya Pradesh,KATNI,2011,Kharif     ,Bajra,1.0,1.1029345238095238
113009,Madhya Pradesh,KATNI,2012,Whole Year ,Banana,18.0,954.5
113078,Madhya Pradesh,KHANDWA,1998,Kharif     ,Sunflower,100.0,56.7
113330,Madhya Pradesh,KHANDWA,2005,Rabi       ,Urad,2.0,1.0
113363,Madhya Pradesh,KHANDWA,2006,Rabi       ,Safflower,1.0,0.19830551948051947
113384,Madhya Pradesh,KHANDWA,2007,Kharif     ,Niger seed,2.0,0.4466928571428571
113390,Madhya Pradesh,KHANDWA,2007,Rabi       ,Khesari,1.0,0.701
113468,Madhya Pradesh,KHANDWA,2009,Whole Year ,Mesta,1.0,1.7
113500,Madhya Pradesh,KHANDWA,2010,Rabi       ,Khesari,1.0,0.701
113568,Madhya Pradesh,KHANDWA,2012,Kharif     ,Other Kharif pulses,633.0,211.7
113846,Madhya Pradesh,KHARGONE,2004,Kharif     ,Sunflower,2.0,0.9054302197802198
113874,Madhya Pradesh,KHARGONE,2005,Kharif     ,Sunflower,1.0,0.02917222222222222
113899,Madhya Pradesh,KHARGONE,2006,Kharif     ,Other Kharif pulses,444.0,132.9
113910,Madhya Pradesh,KHARGONE,2006,Rabi       ,Small millets,13.0,4.8
114056,Madhya Pradesh,KHARGONE,2011,Kharif     ,Other Kharif pulses,443.0,170.8
114088,Madhya Pradesh,KHARGONE,2012,Kharif     ,Other Kharif pulses,227.0,60.8
114123,Madhya Pradesh,KHARGONE,2013,Kharif     ,Other Kharif pulses,223.0,61.2
114358,Madhya Pradesh,MANDLA,2005,Kharif     ,Ragi,2.0,0.7859285714285714
114398,Madhya Pradesh,MANDLA,2006,Rabi       ,Small millets,46.0,21.6
114569,Madhya Pradesh,MANDLA,2012,Kharif     ,Moong(Green Gram),1.0,0.007000000000000001
114587,Madhya Pradesh,MANDLA,2012,Whole Year ,Banana,1.0,24.89316689418439
114645,Madhya Pradesh,MANDSAUR,1998,Kharif     ,Cotton(lint),100.0,114.96666666666667
114649,Madhya Pradesh,MANDSAUR,1998,Kharif     ,Sesamum,100.0,100.0
114849,Madhya Pradesh,MANDSAUR,2005,Kharif     ,Castor seed,1.0,0.22997734765234762
114880,Madhya Pradesh,MANDSAUR,2006,Kharif     ,Other Kharif pulses,283.0,101.0
114900,Madhya Pradesh,MANDSAUR,2006,Whole Year ,Tobacco,1.0,0.6641071428571428
114907,Madhya Pradesh,MANDSAUR,2007,Kharif     ,Rice,1.0,0.703
114916,Madhya Pradesh,MANDSAUR,2007,Rabi       ,Safflower,1.0,0.19830551948051947
114980,Madhya Pradesh,MANDSAUR,2010,Kharif     ,Castor seed,1.0,0.22997734765234762
115012,Madhya Pradesh,MANDSAUR,2011,Kharif     ,Other Kharif pulses,289.0,127.1
115018,Madhya Pradesh,MANDSAUR,2011,Rabi       ,Other  Rabi pulses,178.0,101.4
115030,Madhya Pradesh,MANDSAUR,2011,Whole Year ,Tobacco,1.0,0.6641071428571428
115040,Madhya Pradesh,MANDSAUR,2012,Kharif     ,Other Kharif pulses,354.0,143.0
115069,Madhya Pradesh,MANDSAUR,2013,Kharif     ,Other Kharif pulses,365.0,142.2
115253,Madhya Pradesh,MORENA,2004,Kharif     ,Castor seed,1.0,0.22997734765234762
115296,Madhya Pradesh,MORENA,2006,Kharif     ,Castor seed,1.0,0.22997734765234762
115305,Madhya Pradesh,MORENA,2006,Rabi       ,Linseed,1.0,0.59575
115307,Madhya Pradesh,MORENA,2006,Rabi       ,Other  Rabi pulses,18.0,6.2
115365,Madhya Pradesh,MORENA,2009,Rabi       ,Urad,1.0,0.2685178571428571
115400,Madhya Pradesh,MORENA,2010,Rabi       ,Urad,1.0,0.2685178571428571
115450,Madhya Pradesh,MORENA,2012,Whole Year ,Dry ginger,2.0,2.0
115461,Madhya Pradesh,MORENA,2013,Kharif     ,Jute,1054.0,11512.9
115742,Madhya Pradesh,NARSINGHPUR,2006,Whole Year ,Banana,1.0,24.89316689418439
115815,Madhya Pradesh,NARSINGHPUR,2009,Rabi       ,Small millets,1.0,0.26601785714285714
116184,Madhya Pradesh,NEEMUCH,2006,Kharif     ,Other Kharif pulses,27.0,12.66
116204,Madhya Pradesh,NEEMUCH,2007,Kharif     ,Cotton(lint),1.0,2.320507936507936
116228,Madhya Pradesh,NEEMUCH,2008,Kharif     ,Cotton(lint),1.0,2.320507936507936
116242,Madhya Pradesh,NEEMUCH,2008,Rabi       ,Safflower,1.0,0.19830551948051947
116313,Madhya Pradesh,NEEMUCH,2011,Kharif     ,Other Kharif pulses,19.0,6.20952380952381
116342,Madhya Pradesh,NEEMUCH,2012,Kharif     ,Other Kharif pulses,15.0,2.8050000000000006
116345,Madhya Pradesh,NEEMUCH,2012,Kharif     ,Small millets,1.0,0.0
116371,Madhya Pradesh,NEEMUCH,2013,Kharif     ,Other Kharif pulses,30.0,10.4
116634,Madhya Pradesh,PANNA,2006,Kharif     ,Castor seed,1.0,0.22997734765234762
116654,Madhya Pradesh,PANNA,2006,Rabi       ,Small millets,11.0,4.42
116765,Madhya Pradesh,PANNA,2010,Rabi       ,Moong(Green Gram),3.0,1.0
117102,Madhya Pradesh,RAISEN,2005,Rabi       ,Horse-gram,1.0,0.26651785714285714
117136,Madhya Pradesh,RAISEN,2006,Rabi       ,Small millets,91.0,34.75833333333333
117224,Madhya Pradesh,RAISEN,2009,Whole Year ,Mesta,1.0,1.7
117239,Madhya Pradesh,RAISEN,2010,Kharif     ,Cowpea(Lobia),1.0,0.007000000000000001
117250,Madhya Pradesh,RAISEN,2010,Rabi       ,Cowpea(Lobia),2.0,0.901
117285,Madhya Pradesh,RAISEN,2011,Rabi       ,Other  Rabi pulses,1.0,0.9166428571428572
117374,Madhya Pradesh,RAJGARH,1998,Kharif     ,Bajra,100.0,99.42202380952381
117382,Madhya Pradesh,RAJGARH,1998,Kharif     ,Sunflower,100.0,56.7
117604,Madhya Pradesh,RAJGARH,2006,Kharif     ,Other Kharif pulses,53.0,10.7
117655,Madhya Pradesh,RAJGARH,2008,Rabi       ,Linseed,1.0,0.59575
117665,Madhya Pradesh,RAJGARH,2008,Whole Year ,Small millets,1.0,7.749412540266013
117748,Madhya Pradesh,RAJGARH,2012,Kharif     ,Other Kharif pulses,180.0,71.4
117812,Madhya Pradesh,RATLAM,1998,Kharif     ,Sesamum,100.0,100.0
118004,Madhya Pradesh,RATLAM,2004,Kharif     ,Castor seed,1.0,0.22997734765234762
118010,Madhya Pradesh,RATLAM,2004,Kharif     ,Niger seed,1.0,0.00661948051948052
118053,Madhya Pradesh,RATLAM,2005,Rabi       ,Urad,1.0,0.2685178571428571
118155,Madhya Pradesh,RATLAM,2009,Rabi       ,Moong(Green Gram),1.0,0.2685178571428571
118184,Madhya Pradesh,RATLAM,2010,Kharif     ,Castor seed,1.0,0.22997734765234762
118199,Madhya Pradesh,RATLAM,2010,Rabi       ,Moong(Green Gram),2.0,1.0
118202,Madhya Pradesh,RATLAM,2010,Rabi       ,Safflower,1.0,0.19830551948051947
118210,Madhya Pradesh,RATLAM,2010,Whole Year ,Sannhamp,1.0,7.048443055800034
118218,Madhya Pradesh,RATLAM,2011,Kharif     ,Castor seed,1.0,0.22997734765234762
118223,Madhya Pradesh,RATLAM,2011,Kharif     ,Other Kharif pulses,284.0,98.3
118226,Madhya Pradesh,RATLAM,2011,Kharif     ,Small millets,23.0,7.0009999999999994
118236,Madhya Pradesh,RATLAM,2011,Whole Year ,Banana,5.0,266.5090476190476
118249,Madhya Pradesh,RATLAM,2012,Kharif     ,Castor seed,1.0,0.22997734765234762
118254,Madhya Pradesh,RATLAM,2012,Kharif     ,Other Kharif pulses,165.0,74.8
118266,Madhya Pradesh,RATLAM,2012,Whole Year ,Banana,2.0,56.170777433780515
118284,Madhya Pradesh,RATLAM,2013,Kharif     ,Other Kharif pulses,147.0,65.0
118295,Madhya Pradesh,RATLAM,2013,Rabi       ,Other  Rabi pulses,1.0,0.9166428571428572
118505,Madhya Pradesh,REWA,2004,Kharif     ,Niger seed,1.0,0.00661948051948052
118536,Madhya Pradesh,REWA,2005,Kharif     ,Sunflower,1.0,0.02917222222222222
118553,Madhya Pradesh,REWA,2006,Kharif     ,Groundnut,1.0,0.007000000000000001
118613,Madhya Pradesh,REWA,2008,Kharif     ,Groundnut,1.0,0.007000000000000001
118639,Madhya Pradesh,REWA,2009,Kharif     ,Cowpea(Lobia),1.0,0.007000000000000001
118755,Madhya Pradesh,REWA,2012,Kharif     ,Other Kharif pulses,1.0,0.007000000000000001
118806,Madhya Pradesh,REWA,2013,Whole Year ,Banana,1.0,24.89316689418439
119050,Madhya Pradesh,SAGAR,2005,Kharif     ,Castor seed,1.0,0.22997734765234762
119076,Madhya Pradesh,SAGAR,2006,Kharif     ,Castor seed,1.0,0.22997734765234762
119090,Madhya Pradesh,SAGAR,2006,Rabi       ,Horse-gram,1.0,0.26651785714285714
119099,Madhya Pradesh,SAGAR,2006,Rabi       ,Small millets,471.0,291.9
