,State_Name,District_Name,Crop_Year,Season,Crop,Area,production
71405,Haryana,YAMUNANAGAR,2010,Kharif     ,Arhar/Tur,2.0,0.6
71407,Haryana,YAMUNANAGAR,2010,Kharif     ,Cotton(lint),1.0,0.0
71408,Haryana,YAMUNANAGAR,2010,Kharif     ,Groundnut,21.0,2.8
71409,Haryana,YAMUNANAGAR,2010,Kharif     ,Horse-gram,28.0,15.333333333333334
71411,Haryana,YAMUNANAGAR,2010,Kharif     ,Other Kharif pulses,341.0,200.7
71413,Haryana,YAMUNANAGAR,2010,Kharif     ,Sesamum,53.0,8.6
71415,Haryana,YAMUNANAGAR,2010,Rabi       ,Barley,26.0,12.5
71416,Haryana,YAMUNANAGAR,2010,Rabi       ,Gram,138.0,24.1
71418,Haryana,YAMUNANAGAR,2010,Rabi       ,Other  Rabi pulses,102.0,62.35
71419,Haryana,YAMUNANAGAR,2010,Rabi       ,Peas & beans (Pulses),31.0,32.86
71422,Haryana,YAMUNANAGAR,2010,Whole Year ,Dry chillies,15.0,30.0
71426,Haryana,YAMUNANAGAR,2010,Whole Year ,Turmeric,40.0,51.06666666666667
71427,Haryana,YAMUNANAGAR,2011,Kharif     ,Arhar/Tur,10.0,0.0
71429,Haryana,YAMUNANAGAR,2011,Kharif     ,Dry ginger,4.0,4.264166666666667
71430,Haryana,YAMUNANAGAR,2011,Kharif     ,Groundnut,49.0,60.0
71431,Haryana,YAMUNANAGAR,2011,Kharif     ,Horse-gram,65.0,46.9
71433,Haryana,YAMUNANAGAR,2011,Kharif     ,Moth,1.0,0.0
71435,Haryana,YAMUNANAGAR,2011,Kharif     ,Sesamum,35.0,6.99
71438,Haryana,YAMUNANAGAR,2011,Rabi       ,Barley,3.0,1.2
71439,Haryana,YAMUNANAGAR,2011,Rabi       ,Gram,110.0,49.9
71441,Haryana,YAMUNANAGAR,2011,Rabi       ,Peas & beans (Pulses),6.0,2.0733333333333333
71444,Haryana,YAMUNANAGAR,2011,Whole Year ,Coriander,53.0,135.45
71460,Haryana,YAMUNANAGAR,2012,Rabi       ,Barley,5.0,5.508095238095238
71461,Haryana,YAMUNANAGAR,2012,Rabi       ,Gram,118.0,20.0
71478,Himachal Pradesh,BILASPUR,1998,Kharif     ,Small millets,1.0,1.0142857142857142
71543,Himachal Pradesh,BILASPUR,2001,Rabi       ,Other  Rabi pulses,2.0,1.0
71551,Himachal Pradesh,BILASPUR,2001,Whole Year ,Sweet potato,67.0,541.5333333333334
71555,Himachal Pradesh,BILASPUR,2002,Kharif     ,Cotton(lint),1.0,1.0
71561,Himachal Pradesh,BILASPUR,2002,Kharif     ,Moong(Green Gram),6.0,2.5844047619047616
71670,Himachal Pradesh,BILASPUR,2008,Rabi       ,Peas & beans (Pulses),2.0,2.2666666666666666
71674,Himachal Pradesh,BILASPUR,2010,Kharif     ,Arhar/Tur,1.0,1.0
71712,Himachal Pradesh,CHAMBA,1998,Whole Year ,Dry ginger,3.0,25.038333333333334
72000,Himachal Pradesh,HAMIRPUR,2002,Whole Year ,Coriander,1.0,2.9
72001,Himachal Pradesh,HAMIRPUR,2002,Whole Year ,Dry chillies,2.0,1.35
72034,Himachal Pradesh,HAMIRPUR,2006,Kharif     ,Dry chillies,1.0,1.0
72074,Himachal Pradesh,HAMIRPUR,2008,Kharif     ,Dry chillies,1.0,1.0
72078,Himachal Pradesh,HAMIRPUR,2008,Kharif     ,Sannhamp,1.0,4.242999999999999
72084,Himachal Pradesh,HAMIRPUR,2008,Rabi       ,Coriander,9.0,5.21
72086,Himachal Pradesh,HAMIRPUR,2008,Rabi       ,Gram,2.0,1.2
72087,Himachal Pradesh,HAMIRPUR,2008,Rabi       ,Masoor,1.0,0.9333333333333332
72095,Himachal Pradesh,HAMIRPUR,2010,Kharif     ,Horse-gram,1.0,1.0
72108,Himachal Pradesh,HAMIRPUR,2010,Whole Year ,Dry chillies,1.0,1.6506697282816685
72195,Himachal Pradesh,KANGRA,2001,Whole Year ,Sweet potato,35.0,307.53333333333336
72218,Himachal Pradesh,KANGRA,2002,Whole Year ,Dry chillies,3.0,3.7
72321,Himachal Pradesh,KANGRA,2008,Kharif     ,Arhar/Tur,1.0,1.0
72370,Himachal Pradesh,KANGRA,2010,Whole Year ,Dry chillies,21.0,25.625
72372,Himachal Pradesh,KANGRA,2010,Whole Year ,Turmeric,56.0,265.1
72437,Himachal Pradesh,KINNAUR,2005,Kharif     ,Sesamum,1.0,1.0
72903,Himachal Pradesh,MANDI,2005,Kharif     ,Arhar/Tur,1.0,1.0
72935,Himachal Pradesh,MANDI,2006,Kharif     ,Moth,1.0,0.7953365384615385
72962,Himachal Pradesh,MANDI,2007,Kharif     ,Moth,1.0,0.7953365384615385
72988,Himachal Pradesh,MANDI,2008,Kharif     ,Moth,1.0,0.7953365384615385
73256,Himachal Pradesh,SHIMLA,2010,Kharif     ,Arhar/Tur,1.0,1.0
73686,Himachal Pradesh,SOLAN,2006,Kharif     ,Moong(Green Gram),1.0,1.0
73687,Himachal Pradesh,SOLAN,2006,Kharif     ,Moth,1.0,0.7953365384615385
73703,Himachal Pradesh,SOLAN,2007,Kharif     ,Arhar/Tur,1.0,1.0
73728,Himachal Pradesh,SOLAN,2008,Kharif     ,Moong(Green Gram),1.0,1.0
73749,Himachal Pradesh,SOLAN,2010,Kharif     ,Sesamum,228.0,96.9
73846,Himachal Pradesh,UNA,2002,Rabi       ,Other  Rabi pulses,1.0,1.0
73870,Himachal Pradesh,UNA,2005,Kharif     ,Moth,1.0,0.7953365384615385
73878,Himachal Pradesh,UNA,2005,Rabi       ,Linseed,1.0,0.634102564102564
73927,Himachal Pradesh,UNA,2008,Kharif     ,Dry chillies,1.0,1.0
74684,Jammu and Kashmir ,KATHUA,2003,Rabi       ,other oilseeds,1.0,0.5050000000000001
75184,Jammu and Kashmir ,RAJAURI,2004,Kharif     ,Moong(Green Gram),1.0,0.6078571428571429
77309,Karnataka,BAGALKOT,2008,Rabi       ,Rapeseed &Mustard,1.0,1.0
77483,Karnataka,BAGALKOT,2012,Kharif     ,Small millets,1.0,0.41428571428571426
77944,Karnataka,BANGALORE RURAL,2005,Whole Year ,Cardamom,1.0,11.57968253968254
78082,Karnataka,BANGALORE RURAL,2008,Whole Year ,Cardamom,1.0,11.57968253968254
78185,Karnataka,BANGALORE RURAL,2010,Whole Year ,Cardamom,1.0,11.57968253968254
78373,Karnataka,BANGALORE RURAL,2014,Summer     ,Cowpea(Lobia),1.0,1.5666666666666669
79148,Karnataka,BELGAUM,2012,Kharif     ,Rapeseed &Mustard,1.0,0.9
80761,Karnataka,BENGALURU URBAN,2012,Rabi       ,Linseed,2.0,0.7483333333333333
80763,Karnataka,BENGALURU URBAN,2012,Rabi       ,Moong(Green Gram),2.0,0.975
80862,Karnataka,BENGALURU URBAN,2014,Summer     ,Cowpea(Lobia),1.0,1.5666666666666669
82821,Karnataka,CHAMARAJANAGAR,2007,Whole Year ,Cardamom,1.0,11.57968253968254
82872,Karnataka,CHAMARAJANAGAR,2008,Whole Year ,Cardamom,1.0,11.57968253968254
82981,Karnataka,CHAMARAJANAGAR,2010,Whole Year ,Cardamom,1.0,11.57968253968254
85897,Karnataka,DAVANGERE,2004,Whole Year ,Cardamom,2.0,21.018333333333334
85904,Karnataka,DAVANGERE,2004,Whole Year ,Sannhamp,2.0,0.5
86001,Karnataka,DAVANGERE,2006,Whole Year ,Cardamom,1.0,11.57968253968254
86056,Karnataka,DAVANGERE,2007,Whole Year ,Cardamom,1.0,11.57968253968254
86104,Karnataka,DAVANGERE,2008,Whole Year ,Cardamom,1.0,11.57968253968254
86755,Karnataka,DHARWAD,2004,Rabi       ,Rapeseed &Mustard,3.0,1.04
86999,Karnataka,DHARWAD,2009,Whole Year ,Sannhamp,1.0,3.456666666666667
87177,Karnataka,DHARWAD,2013,Kharif     ,Rapeseed &Mustard,1.0,0.9
87946,Karnataka,GADAG,2013,Rabi       ,Cowpea(Lobia),1.0,1.0
90055,Karnataka,HAVERI,2004,Kharif     ,Other Kharif pulses,1476.0,494.5
90294,Karnataka,HAVERI,2009,Kharif     ,Bajra,1.0,1.025
90576,Karnataka,HAVERI,2014,Kharif     ,Rapeseed &Mustard,2.0,1.0666666666666667
92513,Karnataka,MANDYA,2001,Whole Year ,Coriander,1.0,5.846349206349206
92799,Karnataka,MANDYA,2007,Whole Year ,Coriander,1.0,5.846349206349206
93044,Karnataka,MANDYA,2013,Kharif     ,Rapeseed &Mustard,1.0,0.9
93948,Karnataka,MYSORE,2014,Whole Year ,Cardamom,5.0,10.076666666666668
94272,Karnataka,RAICHUR,2005,Kharif     ,Urad,2.0,1.111904761904762
95420,Karnataka,SHIMOGA,2007,Kharif     ,Rapeseed &Mustard,1.0,0.9
95705,Karnataka,SHIMOGA,2013,Kharif     ,Moong(Green Gram),1.0,0.8653571428571428
96263,Karnataka,TUMKUR,2006,Whole Year ,Coriander,2.0,1.0
96270,Karnataka,TUMKUR,2006,Whole Year ,Sannhamp,2.0,0.5
96486,Karnataka,TUMKUR,2010,Whole Year ,Cardamom,1.0,11.57968253968254
96638,Karnataka,TUMKUR,2013,Rabi       ,Linseed,1.0,0.9007692307692308
96640,Karnataka,TUMKUR,2013,Rabi       ,Moong(Green Gram),1.0,1.0
97247,Karnataka,UTTAR KANNAD,2001,Kharif     ,Sunflower,1.0,0.7075000000000001
97413,Karnataka,UTTAR KANNAD,2005,Rabi       ,Linseed,1.0,0.9007692307692308
97419,Karnataka,UTTAR KANNAD,2005,Rabi       ,Rapeseed &Mustard,3.0,1.04
97561,Karnataka,UTTAR KANNAD,2009,Kharif     ,Sesamum,1.0,1.0
97816,Karnataka,YADGIR,2010,Whole Year ,Coriander,1.0,5.846349206349206
97985,Karnataka,YADGIR,2014,Whole Year ,Coriander,1.0,5.846349206349206
98222,Kerala,ALAPPUZHA,2012,Whole Year ,Cowpea(Lobia),2.0,0.9670175438596489
98225,Kerala,ALAPPUZHA,2012,Whole Year ,Jack Fruit,2199.0,1516.8
98227,Kerala,ALAPPUZHA,2012,Whole Year ,Moong(Green Gram),33.0,2.2
98230,Kerala,ALAPPUZHA,2012,Whole Year ,Pump Kin,30.0,8.6
98248,Kerala,ALAPPUZHA,2013,Whole Year ,Moong(Green Gram),20.0,8.0
98249,Kerala,ALAPPUZHA,2013,Whole Year ,Pump Kin,38.0,33.95
98263,Kerala,ALAPPUZHA,2014,Whole Year ,Cowpea(Lobia),8.0,0.0
98267,Kerala,ALAPPUZHA,2014,Whole Year ,Moong(Green Gram),48.0,14.4
98270,Kerala,ALAPPUZHA,2014,Whole Year ,Pump Kin,41.0,61.0
98459,Kerala,ERNAKULAM,2008,Whole Year ,Sugarcane,2.0,102.77983882990077
98473,Kerala,ERNAKULAM,2009,Whole Year ,Sugarcane,5.0,635.0
98487,Kerala,ERNAKULAM,2010,Whole Year ,Sugarcane,1.36,103.275
98501,Kerala,ERNAKULAM,2011,Whole Year ,Sugarcane,12.93,550.9
98512,Kerala,ERNAKULAM,2012,Whole Year ,Cowpea(Lobia),156.0,109.6
98515,Kerala,ERNAKULAM,2012,Whole Year ,Jack Fruit,3955.0,1363.8
98517,Kerala,ERNAKULAM,2012,Whole Year ,Moong(Green Gram),2.0,1.057017543859649
98520,Kerala,ERNAKULAM,2012,Whole Year ,Pump Kin,57.0,2.7
98522,Kerala,ERNAKULAM,2012,Whole Year ,Sugarcane,1.0,67.45837120395943
98535,Kerala,ERNAKULAM,2013,Whole Year ,Cowpea(Lobia),194.0,64.14
98539,Kerala,ERNAKULAM,2013,Whole Year ,Pump Kin,51.0,46.32
98541,Kerala,ERNAKULAM,2013,Whole Year ,Sugarcane,1.0,67.45837120395943
98553,Kerala,ERNAKULAM,2014,Whole Year ,Cowpea(Lobia),359.0,1048.3
98555,Kerala,ERNAKULAM,2014,Whole Year ,Moong(Green Gram),1.0,0.2
98556,Kerala,ERNAKULAM,2014,Whole Year ,Pump Kin,49.0,7.2
98558,Kerala,ERNAKULAM,2014,Whole Year ,Sugarcane,0.2,19.544755244755244
98758,Kerala,IDUKKI,2007,Kharif     ,Cotton(lint),3.0,1.525
98851,Kerala,IDUKKI,2012,Whole Year ,Jack Fruit,14631.0,5887.7
98857,Kerala,IDUKKI,2012,Whole Year ,Pump Kin,52.0,190.3
98862,Kerala,IDUKKI,2012,Whole Year ,Wheat,1.0,2.4
98878,Kerala,IDUKKI,2013,Whole Year ,Moong(Green Gram),1.0,0.2
98879,Kerala,IDUKKI,2013,Whole Year ,Onion,6.0,40.5
98881,Kerala,IDUKKI,2013,Whole Year ,Pump Kin,51.0,46.32
98895,Kerala,IDUKKI,2014,Whole Year ,Cowpea(Lobia),73.0,295.86923076923074
98899,Kerala,IDUKKI,2014,Whole Year ,Onion,4.0,29.35
98901,Kerala,IDUKKI,2014,Whole Year ,Pump Kin,59.0,12.233333333333334
98920,Kerala,KANNUR,1998,Whole Year ,Cardamom,128.0,13.125
98935,Kerala,KANNUR,1999,Whole Year ,Cardamom,128.0,13.125
98951,Kerala,KANNUR,2000,Whole Year ,Cardamom,128.0,13.125
98961,Kerala,KANNUR,2001,Kharif     ,Sesamum,4.0,1.1913333333333331
98966,Kerala,KANNUR,2001,Whole Year ,Cardamom,128.0,13.125
98976,Kerala,KANNUR,2002,Kharif     ,Sesamum,1.0,1.0
98984,Kerala,KANNUR,2002,Whole Year ,Cardamom,128.0,13.125
99013,Kerala,KANNUR,2003,Whole Year ,Cardamom,128.0,13.125
99031,Kerala,KANNUR,2004,Kharif     ,Sesamum,1.0,1.0
99036,Kerala,KANNUR,2004,Whole Year ,Cardamom,128.0,13.125
99046,Kerala,KANNUR,2005,Kharif     ,Jowar,1.0,1.0
99052,Kerala,KANNUR,2005,Whole Year ,Cardamom,128.0,13.125
99066,Kerala,KANNUR,2006,Whole Year ,Cardamom,128.0,13.125
99081,Kerala,KANNUR,2007,Whole Year ,Cardamom,128.0,13.125
99095,Kerala,KANNUR,2008,Whole Year ,Cardamom,128.0,13.125
99109,Kerala,KANNUR,2009,Whole Year ,Cardamom,128.0,13.125
99135,Kerala,KANNUR,2011,Whole Year ,Cardamom,128.0,13.125
99150,Kerala,KANNUR,2012,Whole Year ,Blackgram,115.0,726.9
99151,Kerala,KANNUR,2012,Whole Year ,Cardamom,128.0,13.125
99154,Kerala,KANNUR,2012,Whole Year ,Cowpea(Lobia),79.0,183.8
99157,Kerala,KANNUR,2012,Whole Year ,Horse-gram,6.0,1.8
99158,Kerala,KANNUR,2012,Whole Year ,Jack Fruit,8447.0,31888.6
99160,Kerala,KANNUR,2012,Whole Year ,Moong(Green Gram),42.0,28.03333333333334
99163,Kerala,KANNUR,2012,Whole Year ,Pump Kin,60.0,14.533333333333335
99175,Kerala,KANNUR,2013,Whole Year ,Blackgram,246.0,67.1
99178,Kerala,KANNUR,2013,Whole Year ,Cowpea(Lobia),201.0,51.629999999999995
99181,Kerala,KANNUR,2013,Whole Year ,Horse-gram,3.0,1.58
99183,Kerala,KANNUR,2013,Whole Year ,Moong(Green Gram),32.0,8.2
99184,Kerala,KANNUR,2013,Whole Year ,Pump Kin,45.0,22.2
99195,Kerala,KANNUR,2014,Whole Year ,Blackgram,240.0,53.0
99198,Kerala,KANNUR,2014,Whole Year ,Cowpea(Lobia),182.0,677.42
99200,Kerala,KANNUR,2014,Whole Year ,Horse-gram,10.0,1.8973333333333333
99201,Kerala,KANNUR,2014,Whole Year ,Moong(Green Gram),65.0,23.6
99202,Kerala,KANNUR,2014,Whole Year ,Pump Kin,83.0,124.8
99219,Kerala,KASARAGOD,1998,Whole Year ,Cardamom,515.0,52.8
99248,Kerala,KASARAGOD,2000,Kharif     ,Sesamum,4.0,1.1913333333333331
99253,Kerala,KASARAGOD,2000,Whole Year ,Cardamom,515.0,52.8
99269,Kerala,KASARAGOD,2001,Whole Year ,Cardamom,515.0,52.8
99287,Kerala,KASARAGOD,2002,Whole Year ,Cardamom,515.0,52.8
99393,Kerala,KASARAGOD,2007,Whole Year ,Cardamom,368.0,1.0
99411,Kerala,KASARAGOD,2008,Whole Year ,Cardamom,368.0,1.0
99415,Kerala,KASARAGOD,2008,Whole Year ,Sugarcane,1.0,67.45837120395943
99423,Kerala,KASARAGOD,2009,Kharif     ,Ragi,1.0,1.0
99428,Kerala,KASARAGOD,2009,Whole Year ,Cardamom,368.0,1.0
99455,Kerala,KASARAGOD,2011,Whole Year ,Cardamom,368.0,1.0
99471,Kerala,KASARAGOD,2012,Whole Year ,Blackgram,25.0,5.575
99472,Kerala,KASARAGOD,2012,Whole Year ,Cardamom,368.0,1.0
99475,Kerala,KASARAGOD,2012,Whole Year ,Cowpea(Lobia),20.0,6.6
99478,Kerala,KASARAGOD,2012,Whole Year ,Horse-gram,5.0,0.55
99479,Kerala,KASARAGOD,2012,Whole Year ,Jack Fruit,2433.0,3654.0800000000004
99482,Kerala,KASARAGOD,2012,Whole Year ,Moong(Green Gram),7.0,0.0
99485,Kerala,KASARAGOD,2012,Whole Year ,Pump Kin,28.0,1.2
99498,Kerala,KASARAGOD,2013,Whole Year ,Blackgram,6.0,1.5
99501,Kerala,KASARAGOD,2013,Whole Year ,Cowpea(Lobia),20.0,6.6
99504,Kerala,KASARAGOD,2013,Whole Year ,Horse-gram,3.0,1.58
99507,Kerala,KASARAGOD,2013,Whole Year ,Moong(Green Gram),5.0,0.0
99508,Kerala,KASARAGOD,2013,Whole Year ,Pump Kin,21.0,6.257
99509,Kerala,KASARAGOD,2013,Whole Year ,Sesamum,1.0,0.38980000000000004
99510,Kerala,KASARAGOD,2013,Whole Year ,Sugarcane,1.0,67.45837120395943
99521,Kerala,KASARAGOD,2014,Whole Year ,Blackgram,22.0,10.9
99524,Kerala,KASARAGOD,2014,Whole Year ,Cowpea(Lobia),96.0,33.7
99526,Kerala,KASARAGOD,2014,Whole Year ,Horse-gram,12.0,6.4
99527,Kerala,KASARAGOD,2014,Whole Year ,Moong(Green Gram),10.0,1.8973333333333333
99528,Kerala,KASARAGOD,2014,Whole Year ,Pump Kin,33.0,0.0
99529,Kerala,KASARAGOD,2014,Whole Year ,Sugarcane,0.66,19.544755244755244
99571,Kerala,KOLLAM,2000,Whole Year ,Cardamom,6.0,1.5
99586,Kerala,KOLLAM,2001,Whole Year ,Cardamom,7.0,0.0
99607,Kerala,KOLLAM,2002,Whole Year ,Cardamom,11.0,0.0
99631,Kerala,KOLLAM,2003,Summer     ,Rice,20.0,39.63
99638,Kerala,KOLLAM,2003,Whole Year ,Cardamom,6.0,1.5
99660,Kerala,KOLLAM,2004,Whole Year ,Cardamom,7.0,0.0
99675,Kerala,KOLLAM,2005,Whole Year ,Cardamom,12.0,3.989473684210526
99690,Kerala,KOLLAM,2006,Whole Year ,Cardamom,12.0,3.989473684210526
99705,Kerala,KOLLAM,2007,Whole Year ,Cardamom,7.0,0.0
99724,Kerala,KOLLAM,2008,Whole Year ,Sugarcane,1.0,67.45837120395943
99738,Kerala,KOLLAM,2009,Whole Year ,Sugarcane,2.0,102.77983882990077
99752,Kerala,KOLLAM,2010,Whole Year ,Sugarcane,0.5,19.544755244755244
99766,Kerala,KOLLAM,2011,Whole Year ,Sugarcane,0.29,19.544755244755244
99775,Kerala,KOLLAM,2012,Whole Year ,Blackgram,5.0,0.0
99778,Kerala,KOLLAM,2012,Whole Year ,Cowpea(Lobia),53.0,31.0
99781,Kerala,KOLLAM,2012,Whole Year ,Jack Fruit,7383.0,4411.7
99783,Kerala,KOLLAM,2012,Whole Year ,Moong(Green Gram),10.0,1.8973333333333333
99786,Kerala,KOLLAM,2012,Whole Year ,Pump Kin,46.0,14.8
99798,Kerala,KOLLAM,2013,Whole Year ,Blackgram,1.0,0.2
99801,Kerala,KOLLAM,2013,Whole Year ,Cowpea(Lobia),56.0,0.0
99805,Kerala,KOLLAM,2013,Whole Year ,Moong(Green Gram),37.0,53.516666666666666
99806,Kerala,KOLLAM,2013,Whole Year ,Pump Kin,47.0,14.4
99808,Kerala,KOLLAM,2013,Whole Year ,Sugarcane,5.0,635.0
99818,Kerala,KOLLAM,2014,Whole Year ,Blackgram,5.0,0.0
99821,Kerala,KOLLAM,2014,Whole Year ,Cowpea(Lobia),60.0,14.533333333333335
99823,Kerala,KOLLAM,2014,Whole Year ,Moong(Green Gram),4.0,0.9367380952380951
99824,Kerala,KOLLAM,2014,Whole Year ,Pump Kin,54.0,0.0
99826,Kerala,KOLLAM,2014,Whole Year ,Sugarcane,0.38,19.544755244755244
99956,Kerala,KOTTAYAM,2004,Kharif     ,Sesamum,1.0,1.0
100075,Kerala,KOTTAYAM,2012,Whole Year ,Cowpea(Lobia),12.0,5.77408906882591
100078,Kerala,KOTTAYAM,2012,Whole Year ,Jack Fruit,3997.0,1179.625
100082,Kerala,KOTTAYAM,2012,Whole Year ,Pump Kin,49.0,7.2
100093,Kerala,KOTTAYAM,2013,Whole Year ,Blackgram,2.0,0.9670175438596489
100097,Kerala,KOTTAYAM,2013,Whole Year ,Cowpea(Lobia),13.0,9.3
100101,Kerala,KOTTAYAM,2013,Whole Year ,Pump Kin,45.0,22.2
100115,Kerala,KOTTAYAM,2014,Whole Year ,Cowpea(Lobia),15.0,1.5666666666666669
100117,Kerala,KOTTAYAM,2014,Whole Year ,Pump Kin,51.0,46.32
100133,Kerala,KOZHIKODE,1998,Whole Year ,Cardamom,221.0,2.1403074703074703
100147,Kerala,KOZHIKODE,1999,Whole Year ,Cardamom,220.0,2.1403074703074703
100170,Kerala,KOZHIKODE,2001,Kharif     ,Jowar,4.0,2.4066666666666667
100176,Kerala,KOZHIKODE,2001,Whole Year ,Cardamom,220.0,2.1403074703074703
100194,Kerala,KOZHIKODE,2002,Whole Year ,Cardamom,220.0,2.1403074703074703
100221,Kerala,KOZHIKODE,2003,Whole Year ,Cardamom,220.0,2.1403074703074703
100238,Kerala,KOZHIKODE,2004,Kharif     ,Sesamum,1.0,1.0
100243,Kerala,KOZHIKODE,2004,Whole Year ,Cardamom,220.0,2.1403074703074703
100312,Kerala,KOZHIKODE,2009,Whole Year ,Sugarcane,1.0,67.45837120395943
100325,Kerala,KOZHIKODE,2010,Whole Year ,Sugarcane,0.04,19.544755244755244
100339,Kerala,KOZHIKODE,2011,Whole Year ,Sugarcane,0.05,19.544755244755244
100351,Kerala,KOZHIKODE,2012,Whole Year ,Cowpea(Lobia),8.0,0.0
100354,Kerala,KOZHIKODE,2012,Whole Year ,Jack Fruit,10011.0,28.1
100356,Kerala,KOZHIKODE,2012,Whole Year ,Moong(Green Gram),1.0,0.2
100359,Kerala,KOZHIKODE,2012,Whole Year ,Pump Kin,46.0,14.8
100360,Kerala,KOZHIKODE,2012,Whole Year ,Sesamum,1.0,0.38980000000000004
100365,Kerala,KOZHIKODE,2012,Winter     ,Sesamum,1.0,1.0
100374,Kerala,KOZHIKODE,2013,Whole Year ,Cowpea(Lobia),3.0,1.9
100378,Kerala,KOZHIKODE,2013,Whole Year ,Moong(Green Gram),1.0,0.2
100379,Kerala,KOZHIKODE,2013,Whole Year ,Pump Kin,28.0,1.2
100392,Kerala,KOZHIKODE,2014,Whole Year ,Cowpea(Lobia),5.0,0.0
100394,Kerala,KOZHIKODE,2014,Whole Year ,Moong(Green Gram),1.0,0.2
100395,Kerala,KOZHIKODE,2014,Whole Year ,Pump Kin,49.0,7.2
100396,Kerala,KOZHIKODE,2014,Whole Year ,Sugarcane,0.21,19.544755244755244
100412,Kerala,MALAPPURAM,1998,Whole Year ,Cardamom,70.0,1.8081196581196584
100427,Kerala,MALAPPURAM,1999,Whole Year ,Cardamom,70.0,1.8081196581196584
100443,Kerala,MALAPPURAM,2000,Whole Year ,Cardamom,70.0,1.8081196581196584
100610,Kerala,MALAPPURAM,2009,Whole Year ,Cardamom,70.0,1.8081196581196584
100627,Kerala,MALAPPURAM,2010,Whole Year ,Sugarcane,0.05,19.544755244755244
100642,Kerala,MALAPPURAM,2011,Whole Year ,Sugarcane,0.09,19.544755244755244
100651,Kerala,MALAPPURAM,2012,Whole Year ,Blackgram,4.0,0.8367380952380952
100655,Kerala,MALAPPURAM,2012,Whole Year ,Cowpea(Lobia),39.0,35.85
100658,Kerala,MALAPPURAM,2012,Whole Year ,Jack Fruit,8161.0,19012.0
100662,Kerala,MALAPPURAM,2012,Whole Year ,Pump Kin,295.0,921.2833333333334
100663,Kerala,MALAPPURAM,2012,Whole Year ,Ragi,1.0,0.4
100665,Kerala,MALAPPURAM,2012,Whole Year ,Sugarcane,1.0,67.45837120395943
100676,Kerala,MALAPPURAM,2013,Whole Year ,Blackgram,2.0,0.9670175438596489
100680,Kerala,MALAPPURAM,2013,Whole Year ,Cowpea(Lobia),37.0,53.516666666666666
100684,Kerala,MALAPPURAM,2013,Whole Year ,Moong(Green Gram),3.0,1.9
100685,Kerala,MALAPPURAM,2013,Whole Year ,Pump Kin,293.0,894.5833333333334
100699,Kerala,MALAPPURAM,2014,Whole Year ,Cowpea(Lobia),168.0,1013.35
100701,Kerala,MALAPPURAM,2014,Whole Year ,Pump Kin,360.0,1648.3
101012,Kerala,PALAKKAD,2012,Whole Year ,Blackgram,111.0,463.0
101016,Kerala,PALAKKAD,2012,Whole Year ,Cowpea(Lobia),10.0,1.8973333333333333
101020,Kerala,PALAKKAD,2012,Whole Year ,Horse-gram,92.0,75.239
101021,Kerala,PALAKKAD,2012,Whole Year ,Jack Fruit,7062.0,7525.1
101025,Kerala,PALAKKAD,2012,Whole Year ,Moong(Green Gram),5.0,0.0
101026,Kerala,PALAKKAD,2012,Whole Year ,Onion,40.0,363.48333333333335
101030,Kerala,PALAKKAD,2012,Whole Year ,Pump Kin,276.0,1468.1666666666667
101047,Kerala,PALAKKAD,2013,Whole Year ,Blackgram,113.0,687.6
101051,Kerala,PALAKKAD,2013,Whole Year ,Cowpea(Lobia),196.0,64.14
101055,Kerala,PALAKKAD,2013,Whole Year ,Horse-gram,63.0,13.75
101059,Kerala,PALAKKAD,2013,Whole Year ,Moong(Green Gram),3.0,1.9
101060,Kerala,PALAKKAD,2013,Whole Year ,Onion,97.0,539.4
101061,Kerala,PALAKKAD,2013,Whole Year ,Pump Kin,327.0,1140.8
101077,Kerala,PALAKKAD,2014,Whole Year ,Blackgram,122.0,285.1
101081,Kerala,PALAKKAD,2014,Whole Year ,Cowpea(Lobia),24.0,1.6333333333333333
101084,Kerala,PALAKKAD,2014,Whole Year ,Horse-gram,89.0,318.37
101087,Kerala,PALAKKAD,2014,Whole Year ,Moong(Green Gram),8.0,0.0
101088,Kerala,PALAKKAD,2014,Whole Year ,Onion,57.0,506.9
101089,Kerala,PALAKKAD,2014,Whole Year ,Pump Kin,336.0,1657.7
101135,Kerala,PATHANAMTHITTA,2000,Kharif     ,Sesamum,1.0,1.0
101149,Kerala,PATHANAMTHITTA,2001,Kharif     ,Sesamum,2.0,1.0
101164,Kerala,PATHANAMTHITTA,2002,Kharif     ,Sesamum,1.0,1.0
101248,Kerala,PATHANAMTHITTA,2006,Kharif     ,Sesamum,1.0,1.0
101263,Kerala,PATHANAMTHITTA,2007,Kharif     ,Sesamum,1.0,1.0
101341,Kerala,PATHANAMTHITTA,2012,Whole Year ,Jack Fruit,2554.0,2176.5389999999998
101345,Kerala,PATHANAMTHITTA,2012,Whole Year ,Pump Kin,36.0,41.22333333333333
101358,Kerala,PATHANAMTHITTA,2013,Whole Year ,Cowpea(Lobia),14.0,15.35
101362,Kerala,PATHANAMTHITTA,2013,Whole Year ,Pump Kin,38.0,33.95
101376,Kerala,PATHANAMTHITTA,2014,Whole Year ,Cowpea(Lobia),12.0,5.77408906882591
101378,Kerala,PATHANAMTHITTA,2014,Whole Year ,Pump Kin,45.0,22.2
101418,Kerala,THIRUVANANTHAPURAM,2000,Kharif     ,Groundnut,1.0,1.0
